mean,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
-0.056223334720064154,-0.0771699515425373,-0.06921797008166741,-0.06447630531743918,-0.05971125952828443,-0.056223334720064154,-0.052914644803973766,-0.04885651382714545,-0.04386867070412396,-0.036481826957401646
-0.06447687617650158,-0.09233946167940454,-0.08232887444834547,-0.07553566035001028,-0.0701155389334964,-0.06447687617650158,-0.05924299601275704,-0.05392536850822474,-0.04663471267104562,-0.03676094417677816
-0.06388405841272815,-0.09794172359855392,-0.08584404995657025,-0.07708049580550905,-0.07044756663253159,-0.06388405841272815,-0.05754650395068761,-0.05073924609290333,-0.041939191547497805,-0.03071805636100042
-0.06491999381442408,-0.10374164365190194,-0.09016945168667845,-0.07989880440538387,-0.07254546700369102,-0.06491999381442408,-0.05774795550970531,-0.050172184749581614,-0.0398909315668073,-0.026324003436775534
-0.06739358211818494,-0.11168578071396792,-0.0959989926100478,-0.08451339707309524,-0.07613403482468091,-0.06739358211818494,-0.0587623102197563,-0.05024060462903773,-0.03895316100835067,-0.023991262242447048
-0.0645188900740131,-0.11355177617530252,-0.09554860340185892,-0.08330914537179818,-0.07422789716393585,-0.0645188900740131,-0.05426887397520592,-0.044449921430700375,-0.03161144417122755,-0.015321782000496581
-0.06742919907954179,-0.12051726135041352,-0.10049243832859663,-0.08700473642322787,-0.07703318029989262,-0.06742919907954179,-0.05655802311126615,-0.045114329119526515,-0.030506134398186373,-0.012591487164772035
-0.05582692592380274,-0.11330980437642227,-0.09236277606584678,-0.07759195887400579,-0.06645233681143242,-0.05582692592380274,-0.04398438818985958,-0.03244290416162994,-0.017486366347249423,0.0014364137209478198
-0.05815371768058915,-0.11808646708308815,-0.09688638273709006,-0.0817463155860718,-0.06962932192850554,-0.05815371768058915,-0.04535239064886882,-0.03327250833325584,-0.01741712211499781,0.0023338764589627622
-0.05847309990540931,-0.12063936507933001,-0.09880933373410328,-0.08295032625586354,-0.07014008070977551,-0.05847309990540931,-0.04536544503449953,-0.03338529847503717,-0.016657601727969994,0.004913140099258043
