Date,DHHNGSP_20251126
11/28/2024,
11/29/2024,3.39
12/2/2024,3.05
12/3/2024,2.94
12/4/2024,2.75
12/5/2024,2.95
12/6/2024,2.83
12/9/2024,3.05
12/10/2024,2.9
12/11/2024,2.9
12/12/2024,3.12
12/13/2024,3.15
12/16/2024,2.87
12/17/2024,2.85
12/18/2024,3.01
12/19/2024,3.15
12/20/2024,3.1
12/23/2024,2.89
12/24/2024,2.95
12/25/2024,
12/26/2024,2.96
12/27/2024,2.91
12/30/2024,3.39
12/31/2024,3.4
1/1/2025,
1/2/2025,3.65
1/3/2025,3.4
1/6/2025,4.05
1/7/2025,3.8
1/8/2025,3.75
1/9/2025,3.94
1/10/2025,4.13
1/13/2025,4.4
1/14/2025,4.32
1/15/2025,4.45
1/16/2025,4.3
1/17/2025,9.86
1/20/2025,
1/21/2025,4.4
1/22/2025,3.91
1/23/2025,3.91
1/24/2025,3.84
1/27/2025,3.71
1/28/2025,3.4
1/29/2025,3.38
1/30/2025,3.12
1/31/2025,2.93
2/3/2025,3.3
2/4/2025,3.25
2/5/2025,3.22
2/6/2025,3.31
2/7/2025,3.32
2/10/2025,3.48
2/11/2025,3.65
2/12/2025,3.97
2/13/2025,4.43
2/14/2025,4.6
2/17/2025,
2/18/2025,6.4
2/19/2025,7.15
2/20/2025,5.62
2/21/2025,4.43
2/24/2025,3.86
2/25/2025,3.88
2/26/2025,3.9
2/27/2025,3.91
2/28/2025,3.91
3/3/2025,3.8
3/4/2025,4.39
3/5/2025,4.4
3/6/2025,4.39
3/7/2025,4.39
3/10/2025,4.23
3/11/2025,4.57
3/12/2025,4.18
3/13/2025,3.89
3/14/2025,3.89
3/17/2025,4.15
3/18/2025,4.17
3/19/2025,4.21
3/20/2025,4.23
3/21/2025,3.93
3/24/2025,4.03
3/25/2025,3.94
3/26/2025,3.85
3/27/2025,3.88
3/28/2025,3.89
3/31/2025,4.11
4/1/2025,3.96
4/2/2025,4.04
4/3/2025,4.21
4/4/2025,4.04
4/7/2025,3.97
4/8/2025,3.85
4/9/2025,3.42
4/10/2025,3.7
4/11/2025,3.44
4/14/2025,3.57
4/15/2025,3.27
4/16/2025,3.25
4/17/2025,2.94
4/18/2025,
4/21/2025,3.16
4/22/2025,3.12
4/23/2025,3.12
4/24/2025,2.87
4/25/2025,2.71
4/28/2025,2.96
4/29/2025,3.17
4/30/2025,3.12
5/1/2025,3.08
5/2/2025,3.1
5/5/2025,3.26
5/6/2025,3.08
5/7/2025,3.18
5/8/2025,3.23
5/9/2025,3.22
5/12/2025,3.19
5/13/2025,3.27
5/14/2025,3.31
5/15/2025,3.2
5/16/2025,3.01
5/19/2025,2.96
5/20/2025,3.15
5/21/2025,3.2
5/22/2025,3
5/23/2025,2.93
5/26/2025,
5/27/2025,3.2
5/28/2025,3.09
5/29/2025,2.97
5/30/2025,2.86
6/2/2025,3
6/3/2025,2.84
6/4/2025,2.8
6/5/2025,2.86
6/6/2025,2.68
6/9/2025,3.13
6/10/2025,2.79
6/11/2025,2.73
6/12/2025,2.9
6/13/2025,2.65
6/16/2025,2.9
6/17/2025,2.9
6/18/2025,3.43
6/19/2025,
6/20/2025,3.09
6/23/2025,3.5
6/24/2025,3.3
6/25/2025,3.26
6/26/2025,3.23
6/27/2025,3.23
6/30/2025,3.26
7/1/2025,3.14
7/2/2025,3.1
7/3/2025,3.24
7/4/2025,
7/7/2025,3.24
7/8/2025,3.2
7/9/2025,3.08
7/10/2025,3.11
7/11/2025,3.22
7/14/2025,3.21
7/15/2025,3.31
7/16/2025,3.42
7/17/2025,3.52
7/18/2025,3.5
7/21/2025,3.5
7/22/2025,3.16
7/23/2025,3.08
7/24/2025,3.13
7/25/2025,3.1
7/28/2025,3.12
7/29/2025,3.08
7/30/2025,2.98
7/31/2025,2.99
8/1/2025,3
8/4/2025,2.89
8/5/2025,2.98
8/6/2025,3.02
8/7/2025,3.05
8/8/2025,3.03
8/11/2025,3.05
8/12/2025,2.93
8/13/2025,2.95
8/14/2025,2.78
8/15/2025,2.98
8/18/2025,2.96
8/19/2025,2.87
8/20/2025,2.8
8/21/2025,2.88
8/22/2025,2.76
8/25/2025,2.76
8/26/2025,2.82
8/27/2025,2.88
8/28/2025,2.9
8/29/2025,2.88
9/1/2025,
9/2/2025,2.7
9/3/2025,3
9/4/2025,3.11
9/5/2025,3.05
9/8/2025,3.1
9/9/2025,3.12
9/10/2025,2.89
9/11/2025,2.81
9/12/2025,2.86
9/15/2025,3
9/16/2025,3.07
9/17/2025,3.19
9/18/2025,3.1
9/19/2025,2.89
9/22/2025,2.9
9/23/2025,2.86
9/24/2025,2.88
9/25/2025,2.98
9/26/2025,2.9
9/29/2025,2.93
9/30/2025,3.12
10/1/2025,3.24
10/2/2025,3.32
10/3/2025,3.19
10/6/2025,3.32
10/7/2025,3.32
10/8/2025,3.35
10/9/2025,3.25
10/10/2025,2.9
10/13/2025,2.9
10/14/2025,2.83
10/15/2025,2.79
10/16/2025,2.82
10/17/2025,2.65
10/20/2025,2.99
10/21/2025,3.28
10/22/2025,3.45
10/23/2025,3.34
10/24/2025,3.21
10/27/2025,3.3
10/28/2025,3.44
10/29/2025,3.36
10/30/2025,3.46
10/31/2025,3.57
11/3/2025,3.37
11/4/2025,3.35
11/5/2025,3.51
11/6/2025,3.71
11/7/2025,3.76
11/10/2025,3.8
11/11/2025,
11/12/2025,3.6
11/13/2025,3.6
11/14/2025,3.49
11/17/2025,3.71
11/18/2025,3.7
11/19/2025,3.94
11/20/2025,3.97
11/21/2025,4.13
11/24/2025,4.15
