Date,lyondbsl
4/5/2024,93.95135498
4/8/2024,93.09952545
4/9/2024,93.9334259
4/10/2024,92.83052826
4/11/2024,92.27461243
4/12/2024,91.03721619
4/15/2024,90.07780457
4/16/2024,88.90319824
4/17/2024,89.39634705
4/18/2024,89.12734985
4/19/2024,90.32886505
4/22/2024,90.19437408
4/23/2024,90.1585083
4/24/2024,90.36473846
4/25/2024,89.37841797
4/26/2024,91.57522583
4/29/2024,91.18965912
4/30/2024,89.63844299
5/1/2024,89.2349472
5/2/2024,88.57143402
5/3/2024,88.876297
5/6/2024,89.43221283
5/7/2024,90.96549988
5/8/2024,91.62005615
5/9/2024,91.12688446
5/10/2024,90.89376831
5/13/2024,90.84893036
5/14/2024,91.02825928
5/15/2024,89.90744781
5/16/2024,89.61155701
5/17/2024,90.48130035
5/20/2024,89.75502014
5/21/2024,89.7908783
5/22/2024,88.33829498
5/23/2024,87.35197449
5/24/2024,88.35623169
5/28/2024,88.50866699
5/29/2024,86.81399536
5/30/2024,87.2443924
5/31/2024,89.14529419
6/3/2024,86.80030823
6/4/2024,85.82779694
6/5/2024,86.40039063
6/6/2024,86.56399536
6/7/2024,87.30929565
6/10/2024,86.85485077
6/11/2024,87.55471039
6/12/2024,87.17297363
6/13/2024,86.85485077
6/14/2024,85.01886749
6/17/2024,85.39151001
6/18/2024,86.69125366
6/20/2024,86.39131165
6/21/2024,86.53673553
6/24/2024,88.63629913
6/25/2024,86.78213501
6/26/2024,87.05480194
6/27/2024,87.10025787
6/28/2024,86.94573975
7/1/2024,86.0186615
7/2/2024,86.28224182
7/3/2024,86.50037384
7/5/2024,85.05521393
7/8/2024,85.8459549
7/9/2024,84.70983887
7/10/2024,84.391716
7/11/2024,85.58239746
7/12/2024,86.40039063
7/15/2024,86.93665314
7/16/2024,88.85443878
7/17/2024,89.74516296
7/18/2024,89.24526978
7/19/2024,88.16366577
7/22/2024,88.59085083
7/23/2024,87.32748413
7/24/2024,86.60035706
7/25/2024,87.80010223
7/26/2024,88.39998627
7/29/2024,88.5181427
7/30/2024,89.3088913
7/31/2024,90.39957428
8/1/2024,89.19981384
8/2/2024,85.79142761
8/5/2024,84.12814331
8/6/2024,86.85485077
8/7/2024,86.20043945
8/8/2024,87.43654633
8/9/2024,88.03642273
8/12/2024,87.01845551
8/13/2024,87.82737732
8/14/2024,87.42745972
8/15/2024,88.563591
8/16/2024,88.22728729
8/19/2024,88.12731171
8/20/2024,87.7637558
8/21/2024,88.08187103
8/22/2024,87.56378937
8/23/2024,89.33615875
8/26/2024,90.18390656
8/27/2024,90.03646851
8/28/2024,90.04569244
8/29/2024,90.46034241
8/30/2024,90.94872284
9/3/2024,88.20275116
9/4/2024,87.41951752
9/5/2024,86.82977295
9/6/2024,86.14788055
9/9/2024,87.33657837
9/10/2024,86.42432404
9/11/2024,86.58097076
9/12/2024,86.48883057
9/13/2024,85.86222839
9/16/2024,86.69155884
9/17/2024,87.53009033
9/18/2024,86.56254578
9/19/2024,88.54370117
9/20/2024,86.6546936
9/23/2024,86.24924469
9/24/2024,88.55291748
9/25/2024,87.41029358
9/26/2024,88.56212616
9/27/2024,88.85699463
9/30/2024,88.3686142
10/1/2024,88.28567505
10/2/2024,87.79730225
10/3/2024,87.41951752
10/4/2024,89.1518631
10/7/2024,87.89866638
10/8/2024,86.70998383
10/9/2024,86.8666153
10/10/2024,87.22599792
10/11/2024,86.42432404
10/14/2024,86.10181427
10/15/2024,84.83939362
10/16/2024,84.70118713
10/17/2024,84.3970871
10/18/2024,84.30495453
10/21/2024,82.69238281
10/22/2024,82.48044586
10/23/2024,81.89071655
10/24/2024,81.54055023
10/25/2024,80.6282959
10/28/2024,80.83102417
10/29/2024,80.33343506
10/30/2024,80.30578613
10/31/2024,80.02935028
11/1/2024,79.76212311
11/4/2024,77.5782547
11/5/2024,78.66558075
11/6/2024,79.64233398
11/7/2024,80.4716568
11/8/2024,78.60108185
11/11/2024,78.29699707
11/12/2024,77.03458405
11/13/2024,76.88715363
11/14/2024,76.0762558
11/15/2024,76.15919495
11/18/2024,76.66599274
11/19/2024,75.74452972
11/20/2024,76.00254059
11/21/2024,76.29740906
11/22/2024,77.28338623
11/25/2024,77.45845032
11/26/2024,75.6892395
11/27/2024,76.51856995
11/29/2024,76.79499817
12/2/2024,76.84182739
12/3/2024,75.65244293
12/4/2024,73.0020752
12/5/2024,72.49635315
12/6/2024,71.54109192
12/9/2024,72.4026947
12/10/2024,72.71176147
12/11/2024,71.59728241
12/12/2024,71.34442902
12/13/2024,70.8667984
12/16/2024,69.93964386
12/17/2024,70.65140533
12/18/2024,70.05202484
12/19/2024,68.33818817
12/20/2024,68.83454895
12/23/2024,69.31217194
12/24/2024,69.41519165
12/26/2024,69.63059235
12/27/2024,69.43391418
12/30/2024,68.5348587
12/31/2024,69.55566406
1/2/2025,68.1602478
1/3/2025,68.15087891
1/6/2025,69.17169189
1/7/2025,69.20915222
1/8/2025,68.39437866
1/10/2025,67.87928772
1/13/2025,70.37981415
1/14/2025,70.52964783
1/15/2025,71.2507782
1/16/2025,71.76586151
1/17/2025,72.39334106
1/21/2025,72.79605103
1/22/2025,72.18730164
1/23/2025,72.44953156
1/24/2025,72.44953156
1/27/2025,73.67636871
1/28/2025,73.33921814
1/29/2025,72.91778564
1/30/2025,71.28823853
1/31/2025,70.89489746
2/3/2025,71.45681
2/4/2025,73.27366638
2/5/2025,72.10301971
2/6/2025,72.81477356
2/7/2025,71.74713898
2/10/2025,71.02600861
2/11/2025,71.56919098
2/12/2025,71.07283783
2/13/2025,71.40061951
2/14/2025,71.8314209
2/18/2025,73.25493622
2/19/2025,72.5806427
2/20/2025,72.68366241
2/21/2025,72.07492065
2/24/2025,72.4026947
2/25/2025,72.70238495
2/26/2025,71.36315918
2/27/2025,71.16648865
2/28/2025,71.95317078
3/3/2025,68.7502594
3/4/2025,68.80644989
3/5/2025,71.37252045
3/6/2025,71.09156799
3/7/2025,72.5806427
3/10/2025,72.94277954
3/11/2025,70.48403168
3/12/2025,68.79721832
3/13/2025,69.19747925
3/14/2025,70.66510773
3/17/2025,71.61810303
3/18/2025,71.56092834
3/19/2025,70.19813538
3/20/2025,69.27372742
3/21/2025,68.18730164
3/24/2025,68.57802582
3/25/2025,66.56719208
3/26/2025,67.72032928
3/27/2025,67.61549377
3/28/2025,66.53860474
3/31/2025,67.09135437
4/1/2025,66.74826813
4/2/2025,67.32959747
4/3/2025,60.14396286
4/4/2025,55.2550621
4/7/2025,53.93991852
4/8/2025,50.72829819
4/9/2025,57.018116
4/10/2025,51.78613281
4/11/2025,54.21628571
4/14/2025,54.74996948
4/15/2025,54.03521729
4/16/2025,53.31093597
4/17/2025,54.10192871
4/21/2025,53.6540184
4/22/2025,55.40754318
4/23/2025,55.06446075
4/24/2025,56.46537399
4/25/2025,56.64644241
4/28/2025,55.96028137
4/29/2025,56.06511307
4/30/2025,55.47425079
5/1/2025,55.56955338
5/2/2025,55.63626099
5/5/2025,53.56824875
5/6/2025,53.26328659
5/7/2025,52.9964447
5/8/2025,54.53078079
5/9/2025,54.25440979
5/12/2025,57.82816696
5/13/2025,57.50414658
5/14/2025,56.38913345
5/15/2025,55.67438126
5/16/2025,56.96093369
5/19/2025,56.39866257
5/20/2025,55.76968384
5/21/2025,53.89226532
5/22/2025,53.68260956
5/23/2025,53.49200821
5/27/2025,55.24553299
5/28/2025,54.38782883
5/29/2025,54.90245438
5/30/2025,53.83509064
6/2/2025,53.17093658
6/3/2025,54.40156555
6/4/2025,54.70433807
6/5/2025,54.30389404
6/6/2025,55.22198486
6/9/2025,57.11676025
6/10/2025,59.16780853
6/11/2025,59.69521713
6/12/2025,58.72829819
6/13/2025,58.69899368
6/16/2025,59.79288864
6/17/2025,58.20088577
6/18/2025,57.27302933
6/20/2025,56.98002625
6/23/2025,56.00333786
6/24/2025,56.97026062
6/25/2025,56.14007187
6/26/2025,57.03862762
6/27/2025,57.30233002
6/30/2025,56.51121521
7/1/2025,59.77335358
7/2/2025,61.10165405
7/3/2025,60.5644722
7/7/2025,59.31431198
7/8/2025,62.21507645
7/9/2025,63.32849884
7/10/2025,63.79731369
7/11/2025,63.0452652
7/14/2025,61.57046127
7/15/2025,60.98444748
7/16/2025,60.96491241
7/17/2025,61.82440186
7/18/2025,61.73649979
7/21/2025,61.18955612
7/22/2025,63.88521957
7/23/2025,65.65302277
7/24/2025,59.28501129
7/25/2025,62.51785278
7/28/2025,61.4141922
7/29/2025,61.02351761
7/30/2025,57.47813416
7/31/2025,56.57958221
8/1/2025,52.17471313
8/4/2025,49.71346283
8/5/2025,50.76828384
8/6/2025,48.39492798
8/7/2025,49.00047684
8/8/2025,47.91635513
8/11/2025,47.21313858
8/12/2025,49.09814835
8/13/2025,51.69614029
8/14/2025,52.06727982
8/15/2025,52.13565063
8/18/2025,51.71567154
8/19/2025,52.56539154
8/20/2025,54.04019165
8/21/2025,54.17692947
8/22/2025,57.40000153
8/25/2025,57.04999924
8/26/2025,56.59999847
8/27/2025,56.27999878
8/28/2025,55.86000061
8/29/2025,56.34999847
9/2/2025,55.84000015
9/3/2025,54.18999863
9/4/2025,54.29999924
9/5/2025,55.08000183
9/8/2025,54.63000107
9/9/2025,54.38999939
9/10/2025,54.40000153
9/11/2025,55.47000122
9/12/2025,55.22000122
9/15/2025,52.58000183
9/16/2025,52.65000153
9/17/2025,53.52000046
9/18/2025,52.68999863
9/19/2025,52.00999832
9/22/2025,51.09999847
9/23/2025,50.36999893
9/24/2025,51.36999893
9/25/2025,48.97999954
9/26/2025,49.45000076
9/29/2025,49.08000183
9/30/2025,49.04000092
10/1/2025,48.41999817
10/2/2025,49.33000183
10/3/2025,49.47000122
10/6/2025,48.68000031
10/7/2025,49.13000107
10/8/2025,48.68999863
10/9/2025,47.66999817
10/10/2025,44.90999985
10/13/2025,46.27000046
10/14/2025,46.65999985
10/15/2025,46.75999832
10/16/2025,45.86000061
10/17/2025,46.18999863
10/20/2025,45.61999893
10/21/2025,45.20999908
10/22/2025,45.20000076
10/23/2025,46.81000137
10/24/2025,47.59000015
10/27/2025,49.09000015
10/28/2025,47.61000061
10/29/2025,46.70999908
10/30/2025,45.20000076
10/31/2025,46.41999817
11/3/2025,46.27000046
11/4/2025,44.43999863
11/5/2025,43.97000122
11/6/2025,42.38000107
11/7/2025,43.02000046
11/10/2025,42.77000046
11/11/2025,43.81999969
11/12/2025,43.31000137
11/13/2025,45.52000046
11/14/2025,45.29999924
11/17/2025,43.56000137
11/18/2025,43.74000168
11/19/2025,42.75999832
11/20/2025,42.54999924
11/21/2025,44.79999924
11/24/2025,45.36000061
11/25/2025,47.00999832
11/26/2025,48.41999817
11/28/2025,48.99000168
