Date,BDI
1/8/2025,966
1/9/2025,969
1/10/2025,"1,048.00"
1/13/2025,"1,093.00"
1/14/2025,"1,080.00"
1/15/2025,"1,063.00"
1/16/2025,"1,023.00"
1/17/2025,987
1/20/2025,957
1/21/2025,928
1/22/2025,893
1/23/2025,824
1/24/2025,778
1/27/2025,761
1/28/2025,746
1/29/2025,726
1/30/2025,715
1/31/2025,735
2/3/2025,738
2/4/2025,753
2/5/2025,771
2/6/2025,793
2/7/2025,815
2/10/2025,809
2/11/2025,801
2/12/2025,776
2/13/2025,780
2/14/2025,792
2/17/2025,806
2/18/2025,841
2/19/2025,904
2/20/2025,941
2/21/2025,981
2/24/2025,"1,002.00"
2/25/2025,"1,039.00"
2/26/2025,"1,112.00"
2/27/2025,"1,159.00"
2/28/2025,"1,229.00"
3/3/2025,"1,276.00"
3/4/2025,"1,262.00"
3/5/2025,"1,228.00"
3/6/2025,"1,286.00"
3/7/2025,"1,400.00"
3/10/2025,"1,424.00"
3/11/2025,"1,436.00"
3/12/2025,"1,559.00"
3/13/2025,"1,650.00"
3/14/2025,"1,669.00"
3/17/2025,"1,658.00"
3/18/2025,"1,650.00"
3/19/2025,"1,637.00"
3/20/2025,"1,635.00"
3/21/2025,"1,643.00"
3/24/2025,"1,652.00"
3/25/2025,"1,642.00"
3/26/2025,"1,634.00"
3/27/2025,"1,621.00"
3/28/2025,"1,602.00"
3/31/2025,"1,598.00"
4/1/2025,"1,587.00"
4/2/2025,"1,583.00"
4/3/2025,"1,540.00"
4/4/2025,"1,489.00"
4/7/2025,"1,401.00"
4/8/2025,"1,342.00"
4/9/2025,"1,259.00"
4/10/2025,"1,269.00"
4/11/2025,"1,274.00"
4/14/2025,"1,282.00"
4/15/2025,"1,263.00"
4/16/2025,"1,241.00"
4/17/2025,"1,261.00"
4/22/2025,"1,261.00"
4/23/2025,"1,300.00"
4/24/2025,"1,353.00"
4/25/2025,"1,373.00"
4/28/2025,"1,403.00"
4/29/2025,"1,398.00"
4/30/2025,"1,386.00"
5/1/2025,"1,411.00"
5/2/2025,"1,421.00"
5/6/2025,"1,406.00"
5/7/2025,"1,374.00"
5/8/2025,"1,316.00"
5/9/2025,"1,299.00"
5/12/2025,"1,304.00"
5/13/2025,"1,280.00"
5/14/2025,"1,267.00"
5/15/2025,"1,305.00"
5/16/2025,"1,388.00"
5/19/2025,"1,347.00"
5/20/2025,"1,340.00"
5/21/2025,"1,337.00"
5/22/2025,"1,341.00"
5/23/2025,"1,340.00"
5/27/2025,"1,296.00"
5/28/2025,"1,303.00"
5/29/2025,"1,353.00"
5/30/2025,"1,418.00"
6/2/2025,"1,422.00"
6/3/2025,"1,430.00"
6/4/2025,"1,489.00"
6/5/2025,"1,626.00"
6/6/2025,"1,633.00"
6/9/2025,"1,691.00"
6/10/2025,"1,680.00"
6/11/2025,"1,738.00"
6/12/2025,"1,904.00"
6/13/2025,"1,968.00"
6/16/2025,"1,975.00"
6/17/2025,"1,952.00"
6/18/2025,"1,874.00"
6/19/2025,"1,751.00"
6/20/2025,"1,689.00"
6/23/2025,"1,674.00"
6/24/2025,"1,681.00"
6/25/2025,"1,665.00"
6/26/2025,"1,553.00"
6/27/2025,"1,521.00"
6/30/2025,"1,489.00"
7/1/2025,"1,458.00"
7/2/2025,"1,443.00"
7/3/2025,"1,434.00"
7/4/2025,"1,436.00"
7/7/2025,"1,436.00"
7/8/2025,"1,431.00"
7/9/2025,"1,423.00"
7/10/2025,"1,465.00"
7/11/2025,"1,663.00"
7/14/2025,"1,783.00"
7/15/2025,"1,866.00"
7/16/2025,"1,906.00"
7/17/2025,"2,030.00"
7/18/2025,"2,052.00"
7/21/2025,"2,016.00"
7/22/2025,"2,035.00"
7/23/2025,"2,120.00"
7/24/2025,"2,258.00"
7/25/2025,"2,257.00"
7/28/2025,"2,226.00"
7/29/2025,"2,109.00"
7/30/2025,"1,995.00"
7/31/2025,"2,003.00"
8/1/2025,"2,018.00"
8/4/2025,"1,970.00"
8/5/2025,"1,921.00"
8/6/2025,"1,994.00"
8/7/2025,"2,008.00"
8/8/2025,"2,051.00"
8/11/2025,"2,038.00"
8/12/2025,"2,017.00"
8/13/2025,"2,025.00"
8/14/2025,"2,039.00"
8/15/2025,"2,044.00"
8/18/2025,"2,022.00"
8/19/2025,"1,964.00"
8/20/2025,"1,927.00"
8/21/2025,"1,893.00"
8/22/2025,"1,944.00"
8/26/2025,"2,041.00"
8/27/2025,"2,046.00"
8/28/2025,"2,017.00"
8/29/2025,"2,025.00"
9/1/2025,"2,024.00"
9/2/2025,"1,986.00"
9/3/2025,"1,940.00"
9/4/2025,"1,963.00"
9/5/2025,"1,979.00"
9/8/2025,"2,019.00"
9/9/2025,"2,079.00"
9/10/2025,"2,112.00"
9/11/2025,"2,111.00"
9/12/2025,"2,126.00"
9/15/2025,"2,153.00"
9/16/2025,"2,154.00"
9/17/2025,"2,180.00"
9/18/2025,"2,205.00"
9/19/2025,"2,203.00"
9/22/2025,"2,172.00"
9/23/2025,"2,200.00"
9/24/2025,"2,240.00"
9/25/2025,"2,266.00"
9/26/2025,"2,259.00"
9/29/2025,"2,220.00"
9/30/2025,"2,134.00"
10/1/2025,"1,980.00"
10/2/2025,"1,909.00"
10/3/2025,"1,901.00"
10/6/2025,"1,932.00"
10/7/2025,"1,947.00"
10/8/2025,"1,963.00"
10/9/2025,"1,923.00"
10/10/2025,"1,936.00"
10/13/2025,"2,144.00"
10/14/2025,"2,022.00"
10/15/2025,"1,997.00"
10/16/2025,"2,046.00"
10/17/2025,"2,069.00"
10/20/2025,"2,071.00"
10/21/2025,"2,094.00"
10/23/2025,"2,057.00"
10/24/2025,"1,991.00"
10/27/2025,"1,976.00"
10/28/2025,"1,950.00"
10/29/2025,"1,961.00"
10/30/2025,"1,983.00"
10/31/2025,"1,966.00"
11/3/2025,"1,945.00"
11/4/2025,"1,958.00"
11/5/2025,"2,003.00"
11/6/2025,"2,063.00"
11/7/2025,"2,104.00"
11/10/2025,"2,084.00"
11/11/2025,"2,072.00"
11/12/2025,"2,030.00"
11/13/2025,"2,077.00"
11/14/2025,"2,125.00"
11/17/2025,"2,153.00"
11/18/2025,"2,216.00"
11/19/2025,"2,260.00"
11/20/2025,"2,270.00"
11/21/2025,"2,275.00"
11/24/2025,"2,295.00"
11/25/2025,"2,309.00"
11/26/2025,"2,401.00"
11/27/2025,"2,480.00"
11/28/2025,"2,560.00"
