Date,covestro
8/1/2023,48.38999939
8/2/2023,47.47000122
8/3/2023,47.63000107
8/4/2023,47.40000153
8/7/2023,47.45999908
8/8/2023,47.11000061
8/9/2023,46.83000183
8/10/2023,46.79999924
8/11/2023,46.54999924
8/14/2023,48.31999969
8/15/2023,48.15000153
8/16/2023,48.11999893
8/17/2023,48.63999939
8/18/2023,47.90000153
8/21/2023,47.41999817
8/22/2023,47.5
8/23/2023,47.65000153
8/24/2023,49.33000183
8/25/2023,48.27000046
8/28/2023,48.43999863
8/29/2023,48.95000076
8/30/2023,49.29000092
8/31/2023,49.06999969
9/1/2023,48.97999954
9/4/2023,48.88000107
9/5/2023,48.20999908
9/6/2023,48
9/7/2023,47.77000046
9/8/2023,51.5
9/11/2023,53.5
9/12/2023,53
9/13/2023,52.84000015
9/14/2023,52.65999985
9/15/2023,52.81999969
9/18/2023,52.04000092
9/19/2023,51.13999939
9/20/2023,51.90000153
9/21/2023,51.36000061
9/22/2023,51.38000107
9/25/2023,51
9/26/2023,50.61999893
9/27/2023,50.65999985
9/28/2023,51.04000092
9/29/2023,51.06000137
10/2/2023,50.74000168
10/3/2023,50.41999817
10/4/2023,50.08000183
10/5/2023,49
10/6/2023,50.08000183
10/9/2023,49.56999969
10/10/2023,50.38000107
10/11/2023,49.81000137
10/12/2023,49.25
10/13/2023,48.90999985
10/16/2023,47.59999847
10/17/2023,47.86000061
10/18/2023,46.83000183
10/19/2023,47.61999893
10/20/2023,47.88999939
10/23/2023,49.09999847
10/24/2023,49.50999832
10/25/2023,48.75
10/26/2023,48.65999985
10/27/2023,47
10/30/2023,47.16999817
10/31/2023,47.70000076
11/1/2023,47.54999924
11/2/2023,47.45000076
11/3/2023,47.54000092
11/6/2023,46.88999939
11/7/2023,47.22000122
11/8/2023,47.09000015
11/9/2023,47.72999954
11/10/2023,47.18000031
11/13/2023,47.15000153
11/14/2023,48.11999893
11/15/2023,48.59999847
11/16/2023,48.5
11/17/2023,48
11/20/2023,48.36000061
11/21/2023,48.13999939
11/22/2023,47.40000153
11/23/2023,47.65000153
11/24/2023,48.70999908
11/27/2023,48.61999893
11/28/2023,48.90000153
11/29/2023,48.59999847
11/30/2023,48.20000076
12/1/2023,51
12/4/2023,50.31999969
12/5/2023,50.13999939
12/6/2023,51.24000168
12/7/2023,51.27999878
12/8/2023,51.13999939
12/11/2023,50.68000031
12/12/2023,50.18000031
12/13/2023,51.04000092
12/14/2023,52.13999939
12/15/2023,52.25999832
12/18/2023,53
12/19/2023,53.74000168
12/20/2023,53.59999847
12/21/2023,53.20000076
12/22/2023,53.09999847
12/27/2023,53
12/28/2023,52.84000015
12/29/2023,52.68000031
1/2/2024,52.36000061
1/3/2024,52.18000031
1/4/2024,52.77999878
