mean,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
-0.017549930347336665,-0.03771089730612426,-0.030707959765636856,-0.025750145381096594,-0.021495991786363265,-0.017549930347336665,-0.013642598190406087,-0.009504821267612849,-0.004668133765804501,0.002263345023347159
-0.03189678253192041,-0.06022430053765618,-0.050427385401642225,-0.04343308805108075,-0.03746535838234218,-0.03189678253192041,-0.026350909066238742,-0.02043024634494545,-0.013401273992285884,-0.0034666700313649955
-0.03460391631556882,-0.06918936207048224,-0.05720470677543731,-0.04866686015145916,-0.04140279068143947,-0.03460391631556882,-0.027772647989415963,-0.020486027474574533,-0.011862147599459836,0.0001964740329529792
-0.03859344126863612,-0.07842949395448609,-0.06464573278829906,-0.054784804319316,-0.04641275800441876,-0.03859344126863612,-0.030772496115331765,-0.022411437078508553,-0.012513322528935599,0.0014211967118479534
-0.04562821515525381,-0.09025440661437155,-0.07487438119716393,-0.06383977464965547,-0.05442175452464511,-0.04562821515525381,-0.03682431342523605,-0.02740335264919634,-0.01630034138990494,-0.000699100900609385
-0.044704112074234414,-0.09337689862222476,-0.07657330440817248,-0.0645540756796445,-0.054270553563943974,-0.044704112074234414,-0.03511996660804271,-0.02481229669496627,-0.012527748600430252,0.00470157341874477
-0.03972919658602526,-0.09217787824519877,-0.07409910100443824,-0.06111988757135724,-0.05007592756603298,-0.03972919658602526,-0.029320021591542792,-0.018120599866958912,-0.004734083681740716,0.01399907327981944
-0.04123529872805294,-0.09772737983166016,-0.07835681458912225,-0.06440052979641914,-0.052450627042793574,-0.04123529872805294,-0.030031753972187623,-0.018037340285922826,-0.003742901696017896,0.01632611799174798
-0.0362220612871978,-0.0960496887223353,-0.07556736206552896,-0.06083537959324232,-0.048170427118451355,-0.0362220612871978,-0.02423463299319715,-0.011410807364555759,0.0038073852127402733,0.025037892071755063
-0.03509340283667876,-0.09828758833509403,-0.07662130748945623,-0.061013686915308445,-0.047622607262448526,-0.03509340283667876,-0.02251256355906587,-0.008999439437907396,0.0071251463357351295,0.029751806641966607
-0.028257278189994392,-0.09476721255180129,-0.07194979619174376,-0.055508074234865326,-0.04145033206894687,-0.028257278189994392,-0.015005279042649356,-0.0007690456165730213,0.016237498772657656,0.03984581172537695
-0.023614979102017566,-0.09350609838933666,-0.06952484870950153,-0.052291063221673595,-0.0375174987807272,-0.023614979102017566,-0.009590214677000084,0.005501012907451645,0.023365257328580854,0.04797038230602197
