mean,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
-0.0687119,-0.07114604,-0.07059689,-0.06850899,-0.06847797,-0.0687119,-0.06648666,-0.067916974,-0.06624359,-0.06677953
-0.06021212,-0.063109055,-0.061207637,-0.05966437,-0.060797594,-0.06021212,-0.058512144,-0.06001622,-0.059094854,-0.060071956
-0.066478,-0.069914594,-0.06755483,-0.06713929,-0.06696174,-0.066478,-0.06496848,-0.06656325,-0.06456273,-0.064816654
-0.06663741,-0.06977698,-0.067924395,-0.067425095,-0.06730206,-0.06663741,-0.06501931,-0.06635803,-0.06437209,-0.06495169
-0.055454567,-0.0575929,-0.057101786,-0.056241825,-0.05593627,-0.055454567,-0.05385595,-0.055133317,-0.053459495,-0.053332034
-0.042761747,-0.044732712,-0.043841355,-0.043195665,-0.043208268,-0.042761747,-0.04184546,-0.042023484,-0.041867115,-0.040581327
-0.043828264,-0.04571987,-0.045235902,-0.04483837,-0.044484567,-0.043828264,-0.043691687,-0.04329882,-0.042981975,-0.04142096
-0.041191958,-0.042134255,-0.042825323,-0.04171953,-0.04185801,-0.041191958,-0.041071977,-0.04037534,-0.040203974,-0.039102584
-0.03902338,-0.040083334,-0.04066889,-0.039501496,-0.039290812,-0.03902338,-0.038977973,-0.037956733,-0.038184106,-0.036925897
-0.03682836,-0.03815795,-0.038296066,-0.037247583,-0.036685154,-0.03682836,-0.036718078,-0.03567157,-0.03637924,-0.03452105
